,clean_data,sentiment
2514,CA public school vax mandates DELAYED until July 2023 not canceled Hmmm ... After elections https://t.co/jPQuySYngB,neg
36,I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda https://t.co/KmmX9Ie3O0 A friend of mine recently bought 40 of these books to distribute to his friend,pos
1712,Or they have a conflict of interest Your laser eyes speak volumes Probably lined up for the Covid vaccine when you were told,pos
2347,POTUS is trying to stop Rs from killing Americans to own a lib POTUS R states became 20/22 worst states with Covid death's AFTER THE VACCINE Left graph may be used to prosecute deathsantis for negligent homicide Rs keep you broke and dying https://t.co/Jf8a6TI0OY,neg
1185,The question is basically answered though Going back as far as the polio vax there has never been a vaccine with long term side effects Never The answers are out there for,neu
142,Such bullshit #Freeeedom Two Yankees players in jeopardy vs Blue Jays over COVID 19 vaccine status https://t.co/ETw4RHh4nf via,neg
1759,,neu
1544,Overcoming enduring inequalities in Global Value Chains Interpreting the case of Brazil Covid 19 vaccine supply through a chess metaphor Ely L Paiva Priscila LS Miguel 2021 https://t.co/FiXLjz3AQO Por si os interesa ejemplo para vuestras clases,pos
2340,閳ユ怀OVID 19 mRNA Vaccine BNT 162b2 is not recommended for children under 12 years 閳 Information for UK recipients on Pfizer BioNTech COVID 19 vaccine Regulation 174 https://t.co/pbpS1i4JB2 https://t.co/UsWAuJxq1j,neg
2229,My otherwise healthy but Double Jabbed to keep her Job 2x Rhabdo vaccine injured Daughter-in-law is bed ridden with COVID Harming healthy young people with experimental treatments is criminal,neg
1598,Experts concerned that only 47 per cent of Canadians have received a COVID 19 booster shot https://t.co/mLYmK4nQBR #covid19,neu
2629,The MSM media You will not get covid after vaccine Natural immunity not effective 3-5 mortality Are you going to hold them accountable as well for spreading 閳ユ笗isinformation閳,pos
152,#ArvindKejriwal Our Small Kids are without Covid Vaccine As Covid cases are rising again in New Delhi we parents demand online classes for our Small kids Government should understand an,neg
2393,I know that there is not a mechanism within the vaccine that could induce one .. You need to get up to speed as you閳ユ獧e sorely lacking in the the old scary vaccine department Fancy basing such an important decision on such minimal knowledge Foolish https://t.co/FZhM4weMQO,neg
2450,Protect yourself and your family this Ramadan get vaccinated at a time that fits around your fasting or prayers See the clinics across Salford on https://t.co/FItM9Ma5sl vaccines are a safe and effective way of protecting yourself and your loved ones against COVID 19 https://t.co/dqgjVtulXV,pos
1073,Worked entire pandemic caught Covid pre vaccine early on got pneumonia almost died still have a extremely high number of antibodies Never got delta Omnicron or any other strain again been exposed 100 of tim,neg
42,I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda https://t.co/KmmX9Ie3O0 A friend of mine recently bought 40 of these books to distribute to his friend,pos
2315,Think before you speak閳ヮ洕e were under a world wide pandemic閳ヮ洑his isn閳ユ獩 normal閳ヮ洕e don閳ユ獩 normally have semi freezers packed with dead bodies all having died of covid My uncle didn閳ユ獩 get the vaccine and suffocated to death from covid this year He閳ユ獓 be alive if it was mandated,neg
5,You are thrice vaxxed had 11 days of symptomatic covid and your conclusion is that the vaccine worked for you,neu
55,You may detect so many different potential pathogens in sewage why to restrict to #Covid-19 only One moto To create Mania for useless Vaccine not for good of people but for greedy pharmas tyrant leaders no need to say why https://t.co/RldHUVzFz5 https://t.co/3h1d0mX9hI,neg
1213,"More Than 1 Million COVID Vaccine Injuries Nearly 27,000 Deaths Reported to VAERS CDC Data Show Children's Health Defense https://t.co/zvJalRfsRJ",pos
987,At the end of all of this summer 2022 I wonder how many folks are going to shift from being scared of what covid might do long-term to what the vaccine might do long-term Might have to pull an Imgrund and get a shirt made that says I survived the Covid Vaccine x3,pos
1864,Oh he studies € the ones which compare myocarditis rates with Covid infected patients and vaccine recipients but conveniently forget to include any control group of an unvaxxed cohort Those studies,neg
511,Did anyone else period get unregulated afff after getting covid I used to be so regular now it rlly unpredictable For a sec i thought it was the vaccine but my timeline fits better w when i got covid,pos
2323,棣冾樄Confidential Pfizer Document suggests 閳ユゥovid Vaccine Shedding閳 leading to 閳ユコenstrual Cycle Disruption閳 and 閳ユコiscarriage閳 is possible via 閳ユソkin-to-Skin Contact閳 閳ユイreathing the same Air閳 https://t.co/7yGuK5EwSC,neu
1949,The risks he has pointed out from the vaccines such as myocarditis not only occur with COVID 19 infection but do so at rates orders of magnitudes higher than from the vaccine If you want to avoid long-term health complications,neg
2382,Cuba has dropped all COVID related tests for international visitors because their vaccine program has been so effective When will drop pcr test requirement for passengers returning to US Do it now,pos
1611,GET YOUR FUCKEN COVID VACCINE SHIT IF IT WAS UP TO ME YALL WOULDN EVEN BEEN SEEN BY MY DOCTOR,neg
2085,I swear this is bullshit already I wasn't even talking to her She gotta have something dumb to say to everything Bitch has had covid twice has a conspiracy theory about the vaccine Smh was only here a whole hour before she said some dumb shit,neg
893,Except Trump was in office during 95 of the infrastructure for rolling out COVID vaccines and mass amounts of democrats screamed for weeks or even months about how they refused to take Trump's Rushed Vaccine,neg
1343,Hence the warning Oh and the fact that nothing prevents COVID at this time And before you go about natural immunity many people died from the virus before the vaccine Less now And a vaccine is a vaccine not a cure or they would call it a c,neg
1860,Pass this to your boss I challenge to meet ppl from Aberdeen Covid vaccine trials You say your grateful I say you're afraid of criticism Set a place and time,pos
473,Remdisavear is in the Covid vaccine This ingredient is the only drug the FDA authorizes https://t.co/uFILDitI19 used on new borns for Covid treatment Monoclonal anti bodies are being bad mouthed by the CDC Why Could Covid really been snake venum,neg
1377,What FDA guidance When has the FDA stated that vaccines have killed 4 times more than they saved If that is the case where were the hospitals filled with vaccine victims If covid caused congestion,neg
985,A state appellate court ruled this week that it will not block enforcement of the Pritzker administration mandate that certain categories of public employees either be vaccinated against COVID 19 or undergo regular testing https://t.co/gbyz2C6HcO,pos
335,Semantics aside what is the cause of the increasing Covid death rates Vaccine efficiency not as successful as predicted Lack of social distancing Another reason This is a genuine quest,neg
551,I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU,pos
1695,Feeling like a cat with 9 lives at the moment After a terrible neurological vaccine reaction to the Covid vaccine I moved into an apartment that been leaking CO all winter with no detector https://t.co/uspNhboPfw,neg
66,Max Burns I'm glad to finally know what I'm putting in my body COVID vaccine and apparently it's snake blood Satan DNA Another breakthrough from the Medical College of Trump University I'd like to thank them for their service,pos
1222,A colleague of mine refuses to get a second and third shot because she convinced that the vaccine is the reason she now had a pacemaker Not from the bout of Covid she had last year,pos
718,Insane Spike in Heart Attacks and Strokes Prompts German Emergency Services to Demand Suspension of Covid accine Mandates,neg
1347,I just received my 4th Covid Vaccine https://t.co/xKsgYv99pN,neu
140,Full info on body response after covid immunization Likely handy info considering a majority are getting ill within 14 days after covid vaccine https://t.co/l4uGDQGdPq,neg
1097,Pfizer Says Covid 19 Vaccine Is 95 Percent Effective NBC Nightly News https://t.co/QI5OMJPSbh,pos
1029,Covid risks are a possibility when you live your life Vaccine risks are a certainty when you're vaccinated The rarity of a serious adverse reaction is immaterial to those afflicted for whom it is 100,neg
1082,Wait are they freaking out because she got COVID or that you recommended the vaccine and booster Either way it's a mess I hope she's OK,pos
1193,For foreigners who want to come to Louis's concert in Costa Rica we want to remind you that the test of COVID or documentation of the vaccine is no longer being requested Here we leave all the information about the country's income https://t.co/whyrhAMViP,neg
1292,Why California Is Delaying Its COVID 19 Vaccine Mandate for Colleges https://t.co/ix7riIn1bQ,neu
