username,location,text,True or Not,isSarcasm,tweet_date,hashtags_extracted,,,,
Shawn,"Toronto, Ontario",@moira228 @AmitAryaMD The vaccine gave me heart problems for 2 months. So much for being helpful. I had covid and beat it in 6 days. The vaccine was more harmful to me than covid its self. Weird how that works.,,,2022-04-15 18:23:20+00:00,,,,,
Ron Lin,San Francisco,"1. Children COVID-19 hospitalization rates are higher than that for the flu. 

??OVID is putting a lot more kids in the hospital than influenza does ??and that?? a vaccine that we routinely use in children.??
https://t.co/SNJgJT1DRZ",,,2022-04-15 18:23:13+00:00,,,,,
Spontaneousity,"Little Rock, AR","@Tso_Lit @grave_keepr If you're truly concerned with preventing harm you should know that the Covid vaccines have had more reported side effects than every other vaccine for the past 20 years combined...

You should know that ""vaccine hesitancy"" in Florida had led to a drastic decline in SIDS...",,,2022-04-15 18:22:46+00:00,,,,,
Claude Waddington,"Lisbon, Portugal",Poorer nations shun @AstraZeneca COVID vaccine - document https://t.co/CNVuMCTjIB,,,2022-04-15 18:22:43+00:00,,,,,
dr_SDRK,"Chicago, USA","https://t.co/uw17TFaf1N

??accines for SARS, MERS &amp; RSV have never been approved, and the data generated in the development &amp; testing of these vaccines suggest a serious mechanistic concern that vaccines designed empirically using the traditional approach...",,,2022-04-15 18:22:33+00:00,,,,,
Meg Maker,"Rural New England, USA","I'm prepping for a trip to Italy (mid-May) and wow, the regs for presenting proof of Covid vaccine sure are confusing. Do I need to get a Super Green Pass (somehow?!) or is carrying my white CDC card sufficient? Any advice? TYVM!",,,2022-04-15 18:22:31+00:00,,,,,
Dr. David A. Lustig,,"@roslynheightsny Please don?? spread misinformation as a subtweet, like ??he Covid vaccine wasn?? properly tested.??You know better than that.",,,2022-04-15 18:22:16+00:00,,,,,
tom hathaway,"East, England",Show them the money: Pay the vaccine-hesitant to get their COVID-19 shots https://t.co/d5rdhtB6Bd,,,2022-04-15 18:21:45+00:00,,,,,
"Sue ""Russian warship go F yourself!"" ????",,"Not likely Covid related. 

""But a handful of children tested positive for SARS-CoV-2 infection shortly before or upon hospital admission; none had received a COVID-19 vaccine."" https://t.co/prt20wc3wv",,,2022-04-15 18:21:40+00:00,,,,,
Trauma/Critical Care Nurse Practitioner,Maryland,"@CastorT26371809 @itisjustmebabe @FvckYourFear @GeoffSchuler @AngryFleas @SkepticalMutant @JimeeLiberty @KStateTurk @IdunsDaughter @JonathanHannah @TonyBaduy @doritmi @kevinault @swedishchf @pompili_amanda @YellowstoneRan1 @Nockit1 @andylumm @mcfunny @PremChamp1 @KathyGa28615606 @richykirsh @provaxtexan @theanswer50 @doom37455413 @HighJanky @nuhope2022 @volpiranyas @handmadekathy @NoMisinfoToday @PLHartungRN @MatthewNewell67 @ConsequentialBr @JonDaley7 @pawley_robert @noonienoodie @sammy44231 @JasonKowalyshyn @MaureenStroud @Monstercoyliar @tomsirolimus @SallyJiggles @LizNYC13 @AndrewLazarus4 @butterednoodIe @KayVonPaul @bartm @Alex_on_A14 @handyman_neil @raouldukeerik Castor, I'm getting the hint that you don't read what I'm sending you, so I'll try two ways

- here's the FDA notice that Comirnaty is available in USA dated March 29, 2022

https://t.co/eWmSQ2lGof

- here's a pretty picture of what it says. I highlighted the ""big words"" for you https://t.co/W3IqFQRCRN",,,2022-04-15 18:21:28+00:00,,,,,
Ian Reilly,"Dundee, Scotland","@jamiecain1989 @TheFFCommish @ToniaBuxton Or perhaps, if we didn't have the vaccine, we'd have even more cases and, particularly, deaths? This is what happens when you cite 'common sense' over science. None of this was about the vaccines, though, it was whether Covid is 'endemic and mild', when clearly it's neither",,,2022-04-15 18:21:08+00:00,,,,,
Mr. Fairchild,,"@peakpilot @Laurie_Garrett It sounds like it might be from COVID.

I thought maybe vaccines could have caused it-but zero of them had received the vaccine.

Or something else completely?

What do you think???",,,2022-04-15 18:20:44+00:00,,,,,
Martin Sirakov,"London, United Kingdom","""New York City?? neighborhoods have been thriving in the pandemic. Should we redefine ??omeback??"" by BY GINIA BELLAFANTE via NYT New York Times https://t.co/W62MzAL9aL",,,2022-04-15 18:20:43+00:00,,,,,
TRUTH MEDIA,"New York, USA","Reports of Rare Vulvar Ulcers in Adolescent Girls Following Pfizer COVID-19 Injections
Six cases of adolescent girls ages 12 to 16 developing painful genital ulcers within four days of their second vaccine dose were reported in the medical journal
https://t.co/Y6yWBKm13t
#Pfizer https://t.co/1Jvn9v4Rxf",,,2022-04-15 18:20:33+00:00,pfizer,,,,
JoeShow,"Quincy, MA","@lilsistweets @MayorWu MEDIA??-1???Cause2???EFFECT:
The""king""vs.The FakeNewZ
Its not new. Analyze FACTS:
2020 ELECTION YR
The FakeNewZ media:No clue, I GUESS wear a mask,stay home,NO vaccine.
The. RALLIES??
#News1man UNQUESTIONED
Venue&amp;hat income
????our HEALTH
????he Free Press
Why still COVID?Conservatives https://t.co/Xzzzwpet38",,,2022-04-15 18:20:25+00:00,news1man,,,,
Mercedes,,"Strange the vaccines actual made you worst in each scenario, the covid gave you the virus, like the HIV vaccine gave you HIV, the shingles vaccine,gave you shingles then why make a vaccine try alternative medicines or vitamins https://t.co/tO1bHfP1SK",,,2022-04-15 18:20:02+00:00,,,,,
SJBPublicHealth,"Colorado, USA","SJBPH now offers COVID-19 vaccinations the Durango and Pagosa Springs offices
??? Call 970-335-6128 to schedule an appointment or determine eligibility
??? Moderna, Pfizer and Johnson &amp; Johnson vaccines available
??? Appointments encouraged
??? More: https://t.co/eINSb7gYmw https://t.co/xGHiMHLPmN",,,2022-04-15 18:19:32+00:00,,,,,
News Medical,,Intensity and longevity of SARS-CoV-2 vaccination response in patients with immune-mediated inflammatory disease https://t.co/J7JzsADswu @medrxivpreprint @UniFAU #SARSCoV2 #COVID19 #coronavirus #covid #vaccine #vaccinarion #immune #inflammation https://t.co/nyqXRus2Zz,,,2022-04-15 18:19:25+00:00,"sarscov2,covid19,coronavirus,covid,vaccine,vaccinarion,immune,inflammation",,,,
Andr? Picard,,"Experts concerned that only 47 per cent of Canadians have received a third dose of #COVID19 vaccine, by ??carlyweeks??via @globeandmail #cdnhealth #vaccination  https://t.co/JfUmGx2Wnh https://t.co/UHdZttjuo9",,,2022-04-15 18:19:17+00:00,"covid19,cdnhealth,vaccination",,,,
B.L???eill?,,"??????Here everyting you need to know about the vaccine death and side effect!??????

https://t.co/EHVQ9LU4Mz",,,2022-04-15 18:19:06+00:00,,,,,
Justin ??,All over Maryland,@PhilMarchand88 @ichudov @silla_de_pensar Is this happening with the covid vaccine?,,,2022-04-15 18:18:55+00:00,,,,,
Jen Doc,,"Incredible pain to lose a child it's not the 'natural order' but this brave dad wants to get the word out about his sons death after the COVID Pfizer vaccine! #StopVaccineMandates 

God bless Ernesto may he rest in eternal peace, until you meet again?? https://t.co/fCOBvr0083",,,2022-04-15 18:18:15+00:00,stopvaccinemandates,,,,
SlyAsAFoxNews,,"@Bobbyca66843103 @CareyRomartin @robertscribbler @POTUS Bold policies that bolstered the recovery and provided direct aid to households, American Rescue Plan Act, COVID-19 vaccine program, stimulus checks, expanded monthly child tax credit payments; and other policies.",,,2022-04-15 18:17:41+00:00,,,,,
uhoh007,Ketchum. Idaho,@P_McCulloughMD How many documented deaths in US Army caused by Vaccine? Names please. https://t.co/y0f7Q3CkXI,,,2022-04-15 18:16:35+00:00,,,,,
Rachel Louise Just,"Michigan, USA","Michigan State University just shared updated COVID-19 guidance. Here's the breakdown:
??COVID-19 vaccine/booster mandate will continue for the '22-23 school year
???Mask mandate is gone starting 5/16
??People with medical/religious exemptions will no longer need to routinely test",,,2022-04-15 18:16:23+00:00,,,,,
Dame Sa ?????? 3.5%,"London, England","@GaryMast9 ??ONE OF THE CASES HAVE VACCINATED.??

Organ damage was detected in post covid patients in 2020 - pre vaccine. ??",,,2022-04-15 18:16:18+00:00,,,,,
animal lover& truth seeker ??????,UK surrey,Air Force Master Sergeant Facing Court-Martial After Refusing COVID-19 Vaccine https://t.co/cGOYxXzgGi,,,2022-04-15 18:16:10+00:00,,,,,
Ravi R Saigal,"New Delhi, DL","@sivabarik @rkbnow @BhagwantMann @AamAadmiParty @ArvindKejriwal Pls come &amp; visit
You are certainly not living in Delhi. Visit any Govt school in Delhi. 
D only positive tht came out of Covid that d vaccination drive opened people's eyes when they visited govt schools 4 their Vaccine. Visit &amp; decide 4 yourself then ask yr local govt 2 ofr same",,,2022-04-15 18:15:32+00:00,,,,,
Manuel de los Reyes,,"@sumochops @realdebfarmer @aleshadalin QAnon promoter Cirsten Weldon urged her followers &amp; strangers to not get the COVID vaccine, even saying only ??diots??get the vaccine. She said in 1 video Dr. Fauci ??eeds to be hung from a rope?? You won?? be hearing from Cirsten anymore, COVID killed her https://t.co/MTJX5DvhH2",,,2022-04-15 18:15:20+00:00,,,,,
Jack ????????????????????????????Nederland,"Now that most of Australia has received all required doses of COVID-19 ??accine??as mandated, the country?? hospital system is?overflowing with patients?suffering from a variety of health problems. One expert revealed that there has been a 40 percent rise.
https://t.co/yChkwZon0Y",,,2022-04-15 18:14:53+00:00,,,,,,
Eric Darcman,Gotham City Hudson Valley ,@_BarringtonII Containment has been lost! The only option is to take the vaccine so if you do get Covid you won?? die or end up in the hospital! Life must go on!,,,2022-04-15 18:14:52+00:00,,,,,
Ahambramhasi,,@expert_foreign @nongratadesi Because we have a better system in place which helped us during covid time too. Obviously we should criticise and ask for better but left deny and people show them their place. Toilet and free ration during covid with vaccine had huge impact. Left attack on that and loose,,,2022-04-15 18:14:35+00:00,,,,,
Partyofone,,"@EricInAdelaide @LEFTY21211 @CNN You are the one advocating for monthly shots of Trump's vaccine. Trump's shot doesn't stop covid and hurts people.  In my opinion however, whoever wants a shot should be allowed as many as they choose but it should not be mandated obviously.",,,2022-04-15 18:14:16+00:00,,,,,
Meredith Salisbury,,"With an immunocompromised parent, it was a thrill to get to report on the development of a new Covid vaccine that may be more effective for those with weakened immune systems. #AACR22 
https://t.co/RkOjI4AF7V",,,2022-04-15 18:14:11+00:00,aacr22,,,,
Glenn R. Stutzky,,"Waiting for a Friday holiday press release, during a increase in Covid cases across Michigan, MSU announces end of Covid early detection program, PCR testing &amp; indoor masking. #DontLookUp @GradEmpUnion @ReclaimMSU @untf_msu https://t.co/PqVjXE28NI via @detroitnews",,,2022-04-15 18:13:32+00:00,dontlookup,,,,
Noritoshi Hirakawa,,A Covid-19 vaccine manufacturing plant in South Africa may shut because of a lack or orders https://t.co/IBLOcfsSTN via @business,,,2022-04-15 18:13:28+00:00,,,,,
BookerD80,,@GeorgeTakei You and many others spread misinformation for years about trump russia collusion and more. And were fine when doctors were being banned for going against the covid narrative and writing about alternative medicine besides the vaccine. Constant hypocrisy of the liberal left,,,2022-04-15 18:13:23+00:00,,,,,
ZC,,"Stop the COVID-19 vaccines insanity.
It takes a decade to develop safe vaccine.
Concentrate on therapeutics. There is plenty anti viral medication that works.
COVID-19 terrorist doctors/politicians must be held accountable. https://t.co/HzLq4KaXej",,,2022-04-15 18:13:20+00:00,,,,,
Community Coalition,South Los Angeles,"CoCo sat down with four young community members ages 24 - 27,? to hear their experiences, perspectives, and views on COVID messaging and the media, vaccine equity, and community health concerns.

Full Video: https://t.co/aeiwODo1pV https://t.co/24eeUpOSLg",,,2022-04-15 18:13:03+00:00,,,,,
Madison Muller,NYC,"New report from @CDCgov: For people who have already had covid, mRNA vaccines helped protect against hospitalization from reinfection. 

Vaccine effectiveness against reinfection leading to hospitalization during omicron was 68% after a booster dose.",,,2022-04-15 18:12:52+00:00,,,,,
Pat ????,,"@arduatendit @MarchalOmbre_ No one ever said the vaccines are 100% safe, just that vaccine+COVID is safer than just COVID.  I feel this is an overreaction by this doctor, but technically not 100% wrong.  Hope they??e doing the same for teens that have ever tested COVID+, or they aren?? being consistent.",,,2022-04-15 18:12:23+00:00,,,,,
Rudy R Fighting Tiger,,@LaVaccine @CEStephens @LouisianaHouse @theadvocatebr Dangerous anti vax laws? The vaccine is by far the most lethal vaccine in the history of vaccines. More deaths associated with this vaccine than ALL vaccines combined for ALL years. Don?? believe me? ????VAERS CDC?? only way to track vaccine injury. https://t.co/Lz5IDdTJ9N,,,2022-04-15 18:12:21+00:00,,,,,
Novavax follower,,"https://t.co/UxMDfkXJeK
Why are @Novavax followers giving up on U.S. FDA approval!!! ??. Keep fighting for @Novavax This has only gotten 80 signs in the last weeks or months. Keep on pushing for FDA Approval even if we know their corrupt and maybe let @Novavax to pay the FDA?",,,2022-04-15 18:12:11+00:00,,,,,
George pie,,"@nathaliejacoby1 Yes because I just had covid and got over it. Also just lost someone close who didn't have the covid
Vaccine.",,,2022-04-15 18:11:51+00:00,,,,,
Ash Mahmood,"Wimbledon, London",@aaipae Ok they do mention in a booklet that it's the Pfizer Covid 19 vaccine.,,,2022-04-15 18:11:16+00:00,,,,,
Christy,,@tyler Same rights to refuse to take the COVID experimental vaccine. The government and the drug companies manipulated people into taking it. What they've done is criminal.,,,2022-04-15 18:10:48+00:00,,,,,
Anna,,Feeling like a cat with 9 lives at the moment. After a terrible neurological vaccine reaction to the Covid vaccine- I moved into an apartment that?? been leaking CO all winter with no detector. https://t.co/uspNhboPfw,,,2022-04-15 18:10:38+00:00,,,,,
Krebiozen,London,@AJL037 @BreezerGalway @MsTrixter @Convict025 @Monstercoyliar @WendyOrent @AndrewLazarus4 @mcfunny @Shared_facts @andylumm @IainMulady @SkepticalMutant @MathewMoisture @richykirsh @llambchops @DrDMurray1 @alexisleclezio @Tony__Heller @InCytometry @luke_rakoczy @doom37455413 @TheFreeScot @michaelbranniga @MichaelBuerger8 @Covid19isALie @JimeeLiberty @provaxtexan @zeetubes @MichaelYeadon3 @ConsequentialBr @duderdude2009 @SeriousSkeptic @Kathmarval @j0nnyb0y1 @Fleur_Ru11 @notadroptodrink @dippydappyduck @melcake1000 @AkireTe @SultaneAlexand1 @GeoffSchuler @ItsScienceJim @T33879 @CptMutant @StephenBevan15 @OldIowaGirl @realPitBullDog @ActivistChick7 @RickLazzarini @Ryanleitch18 You have a short memory. We were discussing deaths caused by Covid vaccines. You attempted to change the subject to deaths caused by Covid. I'm asking if you have evidence that vaccine deaths have been missed. https://t.co/cBi3nTbMkF,,,2022-04-15 18:10:31+00:00,,,,,
Roland Baker 2.0,,"California will postpone COVID-19 Vaccine requirements for school children until July 2023. Current fully vaccination rates: 

* 33.9% of children ages 5-11
* 66.4% of kids 12-17

Yesterday CA ended quarantine for asymptotic folks exposed to COVID-19  
https://t.co/R2ALmIf8eK",,,2022-04-15 18:10:28+00:00,,,,,
Janne Uurinm?ki,,"Novavax ""has reported it does not use any human fetal-derived cell lines for Nuvaxovid.""

New COVID Vaccine Could Appeal to Some Religious Skeptics https://t.co/S2PWHAx70n",,,2022-04-15 18:09:59+00:00,,,,,
wolfel figaro,,"@tebogokhaas @ZakesMda @CoruscaKhaya Parliament?? resident Reverend must catch a break from anti vaccine, Covid denial or else mantle of piety will be snatched by the comrades of the cross of Calvary.",,,2022-04-15 18:09:48+00:00,,,,,
