username,location,text,True or Not,isSarcasm,tweet_date,hashtags_extracted,,
Brenda Stewart,North Western Ontario,"Your vaccines seems to have lead you to memory loss, one shot immunity was how the government sold the population on the vaccine just a year ago. Then when Covid just kept rolling along it was you need a booster now were at what 4 shots? https://t.co/MzQ4yZPCEX",F,N,2022-04-15 23:09:58+00:00,,,
rosegarden,,"@lunabug513 @PamPjkiko @TomBall20211 @Rachel_Dillin My aunt died 2 days after her 1st shot, my uncle barely survived his 1st shot, finally pulled through &amp; died 6 weeks after his 2nd shot. My friend Gerry was fully vaccinated &amp; contracted Covid in",--,,2022-04-15 23:09:50+00:00,,,
Ir Dr Samuel Lip,,"Kiv effectiveness of 3rd jab and the mutation of Covid
Should Hong Kong start rolling out fourth doses of Covid-19 vaccine en masse?

https://t.co/7yGKJ7RtvG",T,N,2022-04-15 23:09:50+00:00,,,
Marty McMarty,,"@rachmph @BBMolasses @CDCDirector @CDCgov You can't save any of these children because they die ""with"" Covid not ""from"" Covid.  Also, these include those that are older than age 5 so many of these deaths include those that died ""with"" covid while also hav",--,,2022-04-15 23:09:41+00:00,,,
San Francisco Chronicle,"San Francisco, CA","Before the delay, California was the first state in the nation to announce it would require COVID-19 vaccines to attend public or private school. https://t.co/qVmhdv3etD",--,,2022-04-15 23:09:17+00:00,,,
L.A. Care Health Plan,Los Angeles,"Bianca Mercado shares why she chose to vaccinate her daughter, Madison! ?? 

Help protect children and teens by getting those who are eligible vaccinated against #COVID19.

For the latest #COVID19 vaccine resources visit: 
https://t.co/skr75ds0tA

#VaccinesSaveLives https://t.co/sDstb89dbo",T,N,2022-04-15 23:09:17+00:00,"covid19,covid19,vaccinessavelives",,
Ravi N. Samy,Cincinnati,"China Turns Covid Victory Into Defeat by Holman W. Jenkins, Jr. https://t.co/TEQvOJjtrZ",--,,2022-04-15 23:09:01+00:00,,,
Joey,,"@DawnsMission @GDujanovic These COVID and vaccine conspiracy theories are truly starting to rival some of the Q stuff. It?? not venom. Not saying it?? not dangerous, but it didn?? come from a snake.",--,,2022-04-15 23:08:53+00:00,,,
Rob Wranglebury,England,"""The covid vaccines were never designed to stop you getting covid""

Why do we have the phrase ""breakthrough infections""?

Why did we have vaccine passes all over Europe?",F,Y,2022-04-15 23:08:25+00:00,,,
Christian Duggan,,"Insane Spike in Heart Attacks and Strokes Prompts German Emergency Services to Demand Suspension of Covid ""Vaccine"" Mandates https://t.co/yj98Z2m51j",F,Y,2022-04-15 23:08:24+00:00,,,
WIZM NEWS,"La Crosse, WI","Gov. Tony Evers vetoed 28 Republican bills on Friday, including measures to dissolve the Milwaukee school district, make private voucher schools available to everyone regardless of income and prevent certain COVID-19 vaccine mandates. ... https://t.co/l8K1rIFpyq",F,Y,2022-04-15 23:08:12+00:00,,,
Alex Younger ????,"Jacksonville Beach, FL","@ferengi_rules @larrylegend_30 @Pauly7Randy7 @slim_Halpert888 @Ulbertqt @LileikisParker @disclosetv The control group was transmission before the vaccine was created. You could say, ""yeah well it mutated"", but that is also exactly the reason why vaccines ",T,Y,2022-04-15 23:07:52+00:00,,,
NewsRescue,New York,"Fauci: Lockdowns Prevent People from Getting Natural Exposure So they Depend on Big Pharma Vaccination - https://t.co/V4arpYo1pV

Dr.?Anthony Fauci, the head of the National Institute of Allergy and  #covid #covid19 #omicron #vaccine

https://t.co/uwjsDZZfMb https://t.co/n8RTq29ux8",F,Y,2022-04-15 23:07:44+00:00,"covid,covid19,omicron,vaccine",,
tlc ????,"New South Wales, Australia",86% of Children suffered an Adverse Reaction to the Pfizer Covid Vaccine in Clinical Trial ??Rights and Freedoms https://t.co/QOaMLE1TFb,F,N,2022-04-15 23:07:15+00:00,,,
Renegade Punctuation,,@Saikmedi The other thing that is mind blowing (if this is real) is I never ever remember ppl pre covid hiding babies/kids until they got each vaccine on the schedule. Or lying to get injections. The shift in mentality is terrifying to me. Irrational &amp,--,,2022-04-15 23:07:00+00:00,,,
Joe Smith ??????????,Sydney,@Taniabanks24 @ArtysHouse @malo_j @InCytometry @LCHF_Matt @willem_acker @CrudoDom @JustElle777 @RealNotRare Is this from vaccine or covid or combined?,--,,2022-04-15 23:06:38+00:00,,,
charlottesumtymz,Turtle Island,"??EATTLE ??The Washington state Board of Health has decided that COVID-19 vaccines will not be required for students to attend K-12 schools this fall.??
@PattyMurray @GovInslee Is this satire? You both will have blood on y??ll?? hands. Anti science BS. 

https://t.co/gAKBAuLA0W",F,Y,2022-04-15 23:05:31+00:00,,,
Mat Porter; Aka Striker.,Cowichan Valley,@YzermanSZN @UpliftDemocracy unless deemed essential. Pro sports aren?? deemed essential. &amp; again the vaccine passport requirement to enter Canada won?? be gone till Covid is virtually gone &amp; we are a long way from that occurring. Cases &amp; deat,--,,2022-04-15 23:05:27+00:00,,,
City of Pasco,"Pasco, Washington, USA","FREE upcoming COVID Vaccine Clinic via the Tricities Hispanic Chamber of Commerce and community partners:
??uperMex, 720 N. 20th Avenue, Saturday, 4/16 from 2:00pm-6:00pm, Sunday, 4/17, 10am-2pm
See the attached flyers for more info!
#getyourshot #PascoOrgulloso #PascoProud https://t.co/JKbkxCsZtk",--,,2022-04-15 23:03:44+00:00,"getyourshot,pascoorgulloso,pascoproud",,
Recite Social,,@CovidJusticeUK Your tweet was quoted in an article by nytimes https://t.co/R9dLbdyye1,--,,2022-04-15 23:03:26+00:00,,,
Blake,NJ,@Frank5928 @Trump__AI @Irishpj529 @BrianK3313 @KCANG358 @TheRobCain @WHSCI @snband4 @RonFilipkowski Lol classic delusional Trumper response. Pharmacy companies developed the vaccine. Although I do give Trump full credit for lying about the severity of cov,--,,2022-04-15 23:03:26+00:00,,,
Krebiozen,London,"@snorman1776 @usnehal @JHowardBrainMD No vaccine has zero risk, and yet we routinely vaccinate against several diseases that are less dangerous to children than Covid. Are you going to to start labeling doctors who vaccinate boys against rubella as abuser",T,Y,2022-04-15 23:02:46+00:00,,,
Under One Ceiling,,30 Countries Without Covid Mandates: No Vaccine or Testing Entry?Restrictions https://t.co/lKFdAAREAd,--,,2022-04-15 23:02:23+00:00,,,
tbaileym,,@hshLauraJ Any COVID 19 vaccine commercial.,F,Y,2022-04-15 23:02:15+00:00,,,
Art Vandelay,"Arkansas, USA",@ETJY @rgrivera1113 @perealaw @Jasper33430720 @AndrewRoseSC Correct. Still very long experience. And government approved. Covid vaccine still not approved.,F,N,2022-04-15 23:02:07+00:00,,,
Anthony,,@TrollAdopt @funder @elonmusk If you think the vaccine is harmless you??e even crazier than I thought.b you accuse me of willful ignorance ? Jeez. Btw you??e getting Covid! Covid doesn?? care if you followed the rules or wear a mask! Your virtue signallin,F,Y,2022-04-15 23:01:03+00:00,,,
Terence Byrnes,,Confidential Pfizer Document suggests ??ovid Vaccine Shedding??leading to ??enstrual Cycle Disruption??and ??iscarriage??is possible via ??kin-to-Skin Contact??&amp; ??reathing the same Air??https://t.co/ujsM6XxWtM,F,N,2022-04-15 23:00:34+00:00,,,
Jason Wolmuis,Almere,Lawless Government: The HHS Illegally Redefined ??accine??to Provide Legal Immunity for COVID Shots?[VIDEO] https://t.co/PkeNMMsED7,--,,2022-04-15 23:00:32+00:00,,,
Tessa????,The Twilight Zone,"@FarmgirlRebel I am so sorry??

Please encourage them to report it.

Here is info about reporting an adverse reaction:

Truth for Health:
https://t.co/dFKq7Pq7Sn

ICAN reporting system &amp; link to VAERS:
https://t.co/wMnkc69y3u

VaxxTracker:
https://t.c",--,,2022-04-15 23:00:20+00:00,,,
Dolores Huerta Foundation,"Central Valley, CA",#ICYMI over the past weekend we hosted one of our many United Against Covid Vaccine Clinic where we distributed 32 Covid-19 vaccines and Easter treats to families and kids! https://t.co/owfONLv8i1,F,N,2022-04-15 23:00:18+00:00,icymi,,
The Daily Journal,"Kankakee, Ill.",A state appellate court ruled this week that it will not block enforcement of the Pritzker administration?? mandate that certain categories of public employees either be vaccinated against COVID-19 or undergo regular testing. https://t.co/x0ZLjph8iD,--,,2022-04-15 23:00:11+00:00,,,
Merrimack Valley Y,"Merrimack Valley, Mass.",Join us on April 19th from 4-7PM at the Andover/North Andover YMCA for a FREE Covid Vaccine Clinic and Health Fair presented by the Greater Lawrence Family Health Center. To find out more about this event visit; https://t.co/cGZJiNmghf https://t.co/75yo0GCVZ8,--,,2022-04-15 23:00:08+00:00,,,
Art Vandelay,"Arkansas, USA",@ETJY @rgrivera1113 @perealaw @Jasper33430720 @AndrewRoseSC The polio vaccine was subjected to all the testing protocols. It was not made available under an emergency order Covid vax is still under emergency order. Means not approved by the government. St,--,,2022-04-15 22:59:57+00:00,,,
Ferengi Rules of Acquisition,Ferenginar,@AlextheYounga @larrylegend_30 @Pauly7Randy7 @slim_Halpert888 @Ulbertqt @LileikisParker @disclosetv So you have a control group to compare it to? It?? quite possible spread would be worse without the vaccines. How could the unvaccinated be 3x more likely ,F,Y,2022-04-15 22:59:48+00:00,,,
Al Bowers,,"@eternalskeptic2 @CharlieGordon20 @DrAseemMalhotra Nope, if you take the biontech vaccine,  Pfizer started mass production at the start if testing.  This has never happened before and could have totally backfired.  Like  AZ,  I've had 2 and a Pfizer boost",F,N,2022-04-15 22:58:53+00:00,,,
Global Circulate,India,L.A. Unified?? student COVID-19 vaccine mandate in?question https://t.co/PyVYasQQ0U,--,,2022-04-15 22:58:42+00:00,,,
Lauren Peikoff,New York City,"Broadway Adjusts COVID Vaccine Requirements, Extends Mask Policy 

The mask mandate has been extended until May 31st, but many theaters will drop vaccine requirements after April

https://t.co/muGDh2pKtK",--,,2022-04-15 22:58:36+00:00,,,
J David ??,4th turning: 2008-2030s,"Ours who we thankfully kept from this horror show of a vaccine roll out whom takes vit d every day tested neg 3 days post symptom onset / pos test. I've contracted covid and years ago h1n1. Covid is a farce next to that flu. Get over it, your kid will in about 2 days ?? https://t.co/W5vyJcJ2C0",F,N,2022-04-15 22:57:42+00:00,,,
TODAY NEWS AFRICA,"Washington, DC","Donald J. Wright ??U.S. Ambassador to #Tanzania is a medical doctor and proponent of the covid-19 vaccine

https://t.co/rz9r1FeSfo",T,N,2022-04-15 22:57:35+00:00,tanzania,,
Zack,"Queens, New York","Brooklyn Nets' Kyrie Irving reiterates, 'I made the right decision for me' by not getting COVID-1... - via @ESPN App.  #NBA.   #Nets.  https://t.co/bxWUBfeJVg",F,N,2022-04-15 22:56:57+00:00,"nba,nets",,
Jon Levy,"Boston, MA","@choo_ek @NPR We have the tools - but who has been given access to the tools?

https://t.co/jTunPHvE4z",--,,2022-04-15 22:55:30+00:00,,,
Shasta County HHSA,,"Update: Vaccine Requirement in Schools
CDPH announced that the student vaccine mandate will be delayed until, no sooner than July 1, 2023. This update comes as the FDA has not yet fully approved the COVID-19 vaccine for ages within the 7-12 grade span. See https://t.co/YwZtbgEcH5 https://t.co/r0fVLYnQSS",--,,2022-04-15 22:54:37+00:00,,,
Marcos Saraiva,Earth,@yishan Topics are not censored? Are you sure? Vaccine effectiveness. Lockdowns. ANTIFA/BLM riots. Covid origins. Hunter's laptop. Want any more examples?,F,Y,2022-04-15 22:54:29+00:00,,,
Sacramento Labor Attorneys,"Sacramento, CA",https://t.co/WbBND7lIeq The Covid-19 Vaccine: Employer and Employee Rights https://t.co/yfWDjGgxcE,--,,2022-04-15 22:54:18+00:00,,,
behonest,,"@asosin @DrEricDing @SalomonJA You see the tweets every day: People died with Covid not from Covid, my natural immunity is better than your DNA modifying vaccine, etc. It doesn?? matter what doctors and scientist say. It?? hard to understand. Nurses have ",F,Y,2022-04-15 22:54:08+00:00,,,
MacGregor,Global,"@jewels4meee @MollyJongFast Yeah, conservatives have only been seeking to overturn RvW since the Covid vaccine was created, with no federal mandate??,,,2022-04-15 22:52:22+00:00,
gavin jackson,Brisbane",--,,,,2022-04-15 22:52:00+00:00,
Amazing Gaming Productions,,"In early 2021, I was on the side of the culture war that basically said two things - it?? your body and choice - you can take the Covid vaccine or not - those were the moderates. The extremists were - its the ??ovid death serum?? they??l kill you if you take it. https://t.co/0DsuIWlzSt",--,,2022-04-15 22:51:58+00:00,,,
Sam Khawaja,Sydney,COVID-19 vaccine offers protection for pregnant women and?newborns https://t.co/sXCHT9qAK8,T,N,2022-04-15 22:51:54+00:00,,,
Andy_Weeble_Weaver???????????????????,"Perry, Birmingham, Gaia","China was the world?? biggest Covid-19 vaccine exporter. Not any more

??hat is partly to do with the availability of other vaccines with better efficacy data, analysts say, but it?? also because there is less demand. ...??https://t.co/NZVYZ20pqh",T,N,2022-04-15 22:51:41+00:00,,,
DontTaxMeJoe,,"@DrJamesOlsson It?? unfortunate COVID has claimed the lives of so many young people that could have received a free, safe, and effective vaccine to save their lives. I know 3 unvaccinated less than 50 with no comorbidities who refused the shot then died o",T,N,2022-04-15 22:51:19+00:00,,,
???? Ahmed,??Lancashire,"Which says...

'COVID-19 mRNA Vaccine BNT162b2 is not recommended for children under 12 years.' https://t.co/wdL5gmMnBw",F,N,2022-04-15 22:51:13+00:00,,,
Sisters of Mercy,"Silver Spring, MD","""As Catholics, we are called by Christ to promote vaccine equity ??and to spread the word, encouraging others to do the same. Everyone should have access to the tools that give them the best opportunities for fulfilling their God-given potential.""

https://t.co/r3ME3NKp8O",--,,2022-04-15 22:51:01+00:00,,,
Big Honest,,@GovRonDeSantis I applied for a position in orange county... The requirements for the job included the vaccine for covid. What?! Why? I thought Florida was the most freedom loving state. Am I wrong?,--,,2022-04-15 22:50:19+00:00,,,
Al Bowers,,"@eternalskeptic2 @CharlieGordon20 @DrAseemMalhotra No vaccines or medicine is 100% effective or safe

Paracetamol deaths per year?

It's not a magic potion,  it's a vaccine that behaves like every other vaccine.  You just didn't care, look or understand b",T,Y,2022-04-15 22:50:18+00:00,,,
Harry Prime,,"@NAChristakis Don't be ridiculous, it's absolutely not.

You, as an old obese person, were at risk from covid, so it made sense to take an experimental vaccine.

Not so for healthy fit youngsters like me.",T,N,2022-04-15 22:49:54+00:00,,,
Solomon Alexander,"St. Louis, MO","@sjs856 I was at the gym yesterday and guys were in the locker room talking about how the vaccine has messed people up. I asked who because I personally know five people who've died from Covid. Told them I've had three shots, I'm fine and still stronger t",T,N,2022-04-15 22:49:15+00:00,,,
Susan Wood,"Lexington,Tennessee",@jmheard15 The evil people make the viruses! The vaccines are poison! They have been trying to kill us our whole lives! Wake up! Research when Covid vaccine was patented!,F,N,2022-04-15 22:48:47+00:00,,,
